price,bed_rooms,bath_rooms,sq_ft,lot_size,price_per_sq_ft,geo_distance_km,bed_to_bath_ratio,median_homeprice_byzip,Median_income,Population,percapitmedianzipprice
164000.0,3.0,2.0,1709.0,5.43,95.96255119953189,68.30940117462774,0.6666666666666666,249500.0,37415.3085,1532.0,162.8590078328982
400000.0,4.0,3.1,3293.0,0.304,121.4697843911327,17.085296221002395,0.775,303970.0,86655.9436,13373.0,22.730127869587974
329900.0,5.0,3.0,2270.0,11.21,145.33039647577093,269.1860826847785,0.6,250000.0,30394.1603,7407.0,33.75185635209937
375000.0,4.0,4.0,3381.0,0.304,110.91393078970718,167.0615688110645,1.0,265000.0,64511.4215,47225.0,5.611434621492854
365000.0,3.0,3.0,2200.0,6.95,165.9090909090909,200.43012966253045,1.0,365000.0,30404.495,2446.0,149.2232215862633
304500.0,4.0,2.0,1705.0,0.201,178.59237536656892,13.344105266303558,0.5,229477.5,61108.5618,1648.0,139.2460558252427
281100.0,4.0,3.0,2100.0,0.179,133.85714285714286,13.344105266303558,0.75,229477.5,61108.5618,1648.0,139.2460558252427
186000.0,3.0,2.0,1890.0,0.304,98.41269841269842,160.81185743931786,0.6666666666666666,277450.0,56048.5659,38032.0,7.295172486327304
164000.0,3.0,3.0,2185.0,4.46,75.05720823798627,276.8423209261876,1.0,164000.0,41065.0146,3614.0,45.379081350304375
300000.0,4.0,3.0,2806.0,0.207,106.91375623663578,164.38068409965186,0.75,392500.0,67688.5769,23045.0,17.03189412019961
125000.0,3.0,2.0,1760.0,0.304,71.02272727272727,113.96372455000713,0.6666666666666666,137250.0,42874.8241,27359.0,5.016630724807193
333490.0,4.0,2.0,1900.0,0.304,175.52105263157895,19.432667912771667,0.5,260565.0,61710.511,41552.0,6.270817289179823
167200.0,4.0,3.0,1760.0,0.304,95.0,143.29631892585368,0.75,199000.0,47664.0105,3836.0,51.8769551616267
190000.0,3.0,2.0,1298.0,0.25,146.37904468412944,140.20485991129058,0.6666666666666666,258000.0,44574.408,28708.0,8.987041939529052
367000.0,4.0,3.0,3224.0,0.264,113.83374689826303,167.0615688110645,0.75,265000.0,64511.4215,47225.0,5.611434621492854
142700.0,2.0,1.0,910.0,0.32,156.8131868131868,234.5711721038794,0.5,254000.0,30852.4124,27601.0,9.202565124452013
299900.0,3.0,2.1,2181.0,0.304,137.50573131591014,17.085296221002395,0.7000000000000001,340000.0,72051.3165,31732.0,10.714735913273667
285000.0,4.0,4.0,2904.0,0.071,98.14049586776859,200.6981569142834,1.0,246990.0,55052.9411,23892.0,10.337769964841788
172000.0,3.0,2.5,1408.0,0.304,122.1590909090909,141.31410430587042,0.8333333333333334,172000.0,35389.521,17844.0,9.639094373458866
225000.0,3.0,2.0,1887.0,0.21,119.2368839427663,19.432667912771667,0.6666666666666666,260565.0,61710.511,41552.0,6.270817289179823
140000.0,3.0,2.0,1430.0,0.304,97.9020979020979,136.54445278233874,0.6666666666666666,124250.0,38525.6621,10690.0,11.623012160898035
220000.0,4.0,4.0,2014.0,0.304,109.23535253227408,30.595802821259266,1.0,375000.0,50098.7371,37848.0,9.908053265694356
109900.0,3.0,1.0,1760.0,0.304,62.44318181818182,127.59953253436366,0.3333333333333333,176200.0,46836.3484,46655.0,3.7766584503268676
399900.0,2.0,2.0,1500.0,0.438,266.6,179.83027289970732,1.0,142500.0,29531.386,9527.0,14.95748924110423
297000.0,4.0,3.0,2448.0,0.27,121.32352941176471,234.5711721038794,0.75,254000.0,30852.4124,27601.0,9.202565124452013
365000.0,4.0,3.0,2206.0,1.25,165.4578422484134,52.11544999717383,0.75,260000.0,46864.1208,8291.0,31.35930527077554
175000.0,3.0,2.0,1487.0,0.16,117.68661735036987,9.54157390806395,0.6666666666666666,175000.0,44436.0932,29932.0,5.846585594013097
150000.0,3.0,2.0,1650.0,0.43,90.9090909090909,216.76327541337807,0.6666666666666666,159000.0,35903.8507,6169.0,25.774031447560382
120000.0,3.0,2.0,1004.0,0.164,119.5219123505976,177.70896596348257,0.6666666666666666,239900.0,66107.5787,26494.0,9.054880350267986
249500.0,4.0,2.0,2152.0,12.805,115.93866171003718,224.318104869112,0.5,249500.0,50591.1358,1011.0,246.78536102868446
365000.0,4.0,3.0,2043.0,0.304,178.65883504650026,154.34433891158392,0.75,265990.0,31106.7308,17591.0,15.12080040930021
179900.0,3.0,2.0,1572.0,0.209,114.44020356234097,172.3687435467987,0.6666666666666666,175000.0,49942.682,12284.0,14.246173884728101
283500.0,3.0,2.0,1575.0,0.255,180.0,26.904712418816136,0.6666666666666666,283500.0,68504.0392,4808.0,58.96422628951747
239500.0,3.0,2.0,1712.0,0.192,139.8948598130841,144.35180494628293,0.6666666666666666,225000.0,54783.5008,27969.0,8.04462083020487
333145.0,4.0,3.0,1818.0,0.236,183.24807480748075,174.61556313259152,0.75,269900.0,67259.7541,22568.0,11.95941155618575
169900.0,4.0,2.0,1890.0,0.3,89.8941798941799,284.3377311020704,0.5,177400.0,36120.6191,17995.0,9.858293970547374
489900.0,4.0,4.0,3187.0,0.559,153.71823031063695,27.7384735558629,1.0,489000.0,99918.6382,6543.0,74.73635946813388
320000.0,3.0,2.0,2385.0,2.7,134.17190775681343,22.394907687726125,0.6666666666666666,300000.0,62706.6275,17526.0,17.117425539198905
419000.0,3.0,2.0,1632.0,11.51,256.7401960784314,263.7136301037185,0.6666666666666666,147500.0,27286.7768,12457.0,11.840732118487598
260000.0,3.0,2.0,2004.0,1.0,129.74051896207584,298.83410627531714,0.6666666666666666,565000.0,29082.5935,11792.0,47.91383989145183
225000.0,4.0,2.0,1980.0,5.0,113.63636363636364,170.9690124866912,0.5,547950.0,30849.9716,8956.0,61.182447521214826
260990.0,4.0,2.0,1750.0,0.189,149.13714285714286,200.6981569142834,0.5,246990.0,55052.9411,23892.0,10.337769964841788
170000.0,3.0,2.0,1248.0,0.261,136.21794871794873,74.17175539537891,0.6666666666666666,170000.0,36098.7824,2533.0,67.11409395973155
245000.0,3.0,2.0,1760.0,0.304,139.20454545454547,167.0615688110645,0.6666666666666666,265000.0,64511.4215,47225.0,5.611434621492854
380000.0,4.0,3.0,2746.0,10.0,138.38310269482884,172.63354308062972,0.75,380000.0,34546.32,533.0,712.9455909943715
133000.0,3.0,1.0,1874.0,2.7,70.97118463180362,279.98858671098276,0.3333333333333333,133000.0,37699.2838,2802.0,47.466095645967165
179900.0,4.0,3.0,2159.0,0.661,83.32561371005094,171.12787194464437,0.75,287500.0,35642.9107,24122.0,11.918580548876545
205000.0,3.0,2.0,1874.0,0.75,109.39167556029882,99.68643347833118,0.6666666666666666,155000.0,49560.0,823.0,188.33535844471447
135000.0,3.0,2.0,2016.0,6.5,66.96428571428571,256.51890971237856,0.6666666666666666,135000.0,41149.536,1041.0,129.6829971181556
224005.0,3.0,2.0,1400.0,0.126,160.00357142857143,13.344105266303558,0.6666666666666666,229477.5,61108.5618,1648.0,139.2460558252427
229900.0,3.0,3.0,2332.0,0.203,98.58490566037736,177.70896596348257,1.0,239900.0,66107.5787,26494.0,9.054880350267986
144000.0,3.0,3.0,1760.0,0.304,81.81818181818181,127.59953253436366,1.0,176200.0,46836.3484,46655.0,3.7766584503268676
345000.0,3.0,2.0,1760.0,0.304,196.02272727272728,144.35180494628293,0.6666666666666666,225000.0,54783.5008,27969.0,8.04462083020487
210000.0,3.0,2.0,1329.0,0.251,158.0135440180587,167.0615688110645,0.6666666666666666,265000.0,64511.4215,47225.0,5.611434621492854
279900.0,3.0,2.0,1548.0,0.304,180.8139534883721,17.085296221002395,0.6666666666666666,340000.0,72051.3165,31732.0,10.714735913273667
139900.0,3.0,2.0,1756.0,0.321,79.66970387243735,195.4020315836134,0.6666666666666666,575000.0,56238.0626,5967.0,96.36333165744931
215000.0,3.0,2.0,1333.0,0.304,161.29032258064515,162.78091704290387,0.6666666666666666,220000.0,46444.3082,17882.0,12.302874398836819
124900.0,3.0,2.0,1436.0,0.304,86.97771587743732,166.37627285169762,0.6666666666666666,179900.0,32631.3424,14376.0,12.513912075681692
139900.0,3.0,2.0,1920.0,1.25,72.86458333333333,47.35354717726103,0.6666666666666666,271950.0,43096.3343,4130.0,65.84745762711864
280000.0,4.0,2.5,2899.0,0.304,96.58502932045533,160.81185743931786,0.625,277450.0,56048.5659,38032.0,7.295172486327304
489900.0,3.0,3.0,1860.0,1.94,263.38709677419354,159.78337179573262,1.0,489900.0,39569.4788,1099.0,445.7688808007279
184000.0,4.0,2.0,1300.0,1.29,141.53846153846155,142.5014030627318,0.5,184000.0,30858.0,188.0,978.7234042553191
260000.0,3.0,2.0,1717.0,7.0,151.42690739662203,261.63265806736166,0.6666666666666666,225000.0,40661.017,11450.0,19.650655021834062
155000.0,3.0,2.0,1400.0,0.364,110.71428571428571,169.79032039685507,0.6666666666666666,165000.0,36759.0246,3839.0,42.97994269340974
250990.0,4.0,2.0,1679.0,0.218,149.48779035139964,200.6981569142834,0.5,246990.0,55052.9411,23892.0,10.337769964841788
189900.0,4.0,2.5,1765.0,0.304,107.59206798866856,168.99062271950658,0.625,194950.0,45372.7985,12989.0,15.008853645392255
189900.0,1.0,1.0,3750.0,0.41,50.64,260.92056515959695,1.0,159950.0,36449.6596,1486.0,107.63795423956931
184900.0,3.0,2.0,2040.0,0.342,90.63725490196079,284.3377311020704,0.6666666666666666,177400.0,36120.6191,17995.0,9.858293970547374
379900.0,3.0,2.0,1756.0,2.0,216.34396355353076,144.35180494628293,0.6666666666666666,225000.0,54783.5008,27969.0,8.04462083020487
260000.0,3.0,2.0,2044.0,1.09,127.20156555772994,151.5125094416215,0.6666666666666666,531401.0,70851.5692,9512.0,55.866379310344826
218000.0,3.0,2.0,1514.0,0.148,143.98943196829592,54.0160277335031,0.6666666666666666,309450.0,42759.4269,17666.0,17.516698743348805
159000.0,2.0,2.0,1440.0,0.167,110.41666666666667,140.20485991129058,1.0,258000.0,44574.408,28708.0,8.987041939529052
481900.0,5.0,3.0,2411.0,0.26,199.87557030277893,21.863658083485305,0.6,438340.0,71515.7941,31219.0,14.040808482014159
265000.0,4.0,2.0,1833.0,0.15,144.57174031642117,16.510195957670305,0.5,292900.0,76092.2424,21863.0,13.397063531994695
409300.0,4.0,3.0,2470.0,0.516,165.7085020242915,40.78538525360665,0.75,278300.0,44553.1118,18094.0,15.380789211893445
220000.0,3.0,2.0,1428.0,8.44,154.06162464985994,31.398277983195666,0.6666666666666666,247150.0,53438.7419,9060.0,27.279249448123622
399000.0,3.0,3.0,2100.0,2.7,190.0,40.26973520353395,1.0,299450.0,48938.1615,8750.0,34.222857142857144
278300.0,3.0,2.0,1612.0,0.61,172.6426799007444,40.78538525360665,0.6666666666666666,278300.0,44553.1118,18094.0,15.380789211893445
172000.0,3.0,2.0,1708.0,0.304,100.70257611241217,141.31410430587042,0.6666666666666666,172000.0,35389.521,17844.0,9.639094373458866
269395.0,3.0,2.0,1505.0,0.182,179.0,26.904712418816136,0.6666666666666666,283500.0,68504.0392,4808.0,58.96422628951747
175000.0,3.0,2.0,1080.0,1.0,162.03703703703704,19.432667912771667,0.6666666666666666,260565.0,61710.511,41552.0,6.270817289179823
229955.0,3.0,2.0,1473.0,0.126,156.1133740665309,84.8433472932094,0.6666666666666666,229955.0,31000.2676,20984.0,10.958587495234465
130000.0,1.0,1.0,768.0,3.3,169.27083333333334,218.12250550503938,1.0,402500.0,28803.2263,1643.0,244.97869750456482
145000.0,3.0,2.0,1760.0,0.304,82.38636363636364,108.84270505881074,0.6666666666666666,222450.0,50635.1587,26651.0,8.346778732505348
155000.0,2.0,2.0,1344.0,0.183,115.32738095238095,7.103417912538588,1.0,199950.0,38239.6412,30184.0,6.624370527431752
154900.0,3.0,2.0,1760.0,0.304,88.01136363636364,207.44417923560874,0.6666666666666666,144950.0,50967.7556,564.0,257.00354609929076
175900.0,3.0,2.0,1535.0,0.304,114.5928338762215,28.605208397971097,0.6666666666666666,291906.0,38613.9271,22229.0,13.131764811732422
221900.0,3.0,2.0,1774.0,1.0,125.08455467869221,270.86578584074147,0.6666666666666666,200000.0,36807.1856,4115.0,48.60267314702308
350000.0,4.0,3.5,3517.0,0.304,99.5166334944555,156.39114895566772,0.875,359000.0,48470.827,32164.0,11.161547071259793
175000.0,4.0,4.0,1258.0,0.304,139.10969793322735,84.8433472932094,1.0,229955.0,31000.2676,20984.0,10.958587495234465
264500.0,3.0,2.0,2172.0,0.304,121.77716390423572,17.085296221002395,0.6666666666666666,340000.0,72051.3165,31732.0,10.714735913273667
379900.0,4.0,3.0,1760.0,0.304,215.85227272727272,124.84695677717757,0.75,141250.0,38168.4412,18750.0,7.533333333333333
299000.0,2.0,1.0,704.0,40.0,424.71590909090907,78.61176792783337,0.5,137500.0,34991.9493,1932.0,71.16977225672878
124900.0,3.0,2.0,1233.0,0.203,101.29764801297648,263.7136301037185,0.6666666666666666,147500.0,27286.7768,12457.0,11.840732118487598
115000.0,3.0,1.0,1110.0,0.564,103.6036036036036,187.61723773603296,0.3333333333333333,115000.0,37249.5141,2358.0,48.77014418999152
325000.0,4.0,3.0,2100.0,1.516,154.76190476190476,54.0160277335031,0.75,309450.0,42759.4269,17666.0,17.516698743348805
399000.0,4.0,2.0,2400.0,5.0,166.25,168.64437954699997,0.5,285000.0,49097.3316,10880.0,26.19485294117647
105000.0,2.0,1.0,1024.0,0.304,102.5390625,164.74896088856278,0.5,137400.0,31249.5195,23797.0,5.773837038282136
265000.0,3.0,2.0,1818.0,0.17,145.76457645764577,15.898997760219626,0.6666666666666666,249990.0,55587.9463,39817.0,6.278474018635256
300000.0,4.0,3.0,1911.0,0.304,156.98587127158555,29.780736671189793,0.75,342688.0,81288.9008,4931.0,69.496653822754
290000.0,3.0,2.0,1782.0,0.579,162.73849607182942,114.95531136708306,0.6666666666666666,392500.0,40871.9891,4299.0,91.30030239590603
179900.0,3.0,2.0,1310.0,0.175,137.32824427480915,28.551879795302483,0.6666666666666666,279999.0,42129.0739,28880.0,9.695256232686981
190000.0,3.0,2.0,1646.0,0.264,115.43134872417983,19.432667912771667,0.6666666666666666,260565.0,61710.511,41552.0,6.270817289179823
339900.0,4.0,3.0,2255.0,0.234,150.73170731707316,27.7384735558629,0.75,489000.0,99918.6382,6543.0,74.73635946813388
139000.0,4.0,2.0,1291.0,0.165,107.66847405112316,7.3679723031623094,0.5,135500.0,40470.7196,21572.0,6.2812905618394215
325000.0,3.0,2.0,1798.0,0.203,180.7563959955506,17.085296221002395,0.6666666666666666,303970.0,86655.9436,13373.0,22.730127869587974
380000.0,4.0,4.0,3472.0,0.161,109.44700460829493,164.38068409965186,1.0,392500.0,67688.5769,23045.0,17.03189412019961
185000.0,3.0,1.0,1178.0,0.164,157.04584040747028,159.88366258922778,0.3333333333333333,342500.0,78212.2462,16859.0,20.3155584554244
224900.0,3.0,2.0,1624.0,0.304,138.48522167487684,19.432667912771667,0.6666666666666666,260565.0,61710.511,41552.0,6.270817289179823
245000.0,3.0,2.0,1650.0,0.758,148.4848484848485,193.25927189482937,0.6666666666666666,273500.0,37105.5724,18992.0,14.400800336983993
129000.0,2.0,2.0,1760.0,0.304,73.29545454545455,155.23781834021645,1.0,144000.0,31276.146,4555.0,31.613611416026345
