price,bed_rooms,bath_rooms,sq_ft,lot_size,price_per_sq_ft,geo_distance_km,bed_to_bath_ratio,median_homeprice_byzip,Median_income,Population,percapitmedianzipprice
268840.0,3.0,2.0,1575.0,0.2945,170.69206349206348,154.34433891158392,0.6666666666666666,265990.0,31106.7308,17591.0,15.12080040930021
104900.0,3.0,1.0,1746.0,0.303,60.080183276059564,127.59953253436366,0.3333333333333333,176200.0,46836.3484,46655.0,3.7766584503268676
130000.0,3.0,2.0,1392.0,0.821,93.39080459770115,216.76327541337807,0.6666666666666666,159000.0,35903.8507,6169.0,25.774031447560382
199900.0,4.0,4.0,2774.0,0.6,72.0620043258832,284.3377311020704,1.0,177400.0,36120.6191,17995.0,9.858293970547374
185000.0,3.0,2.0,1616.0,0.185,114.48019801980197,168.64437954699997,0.6666666666666666,285000.0,49097.3316,10880.0,26.19485294117647
239500.0,3.0,2.0,1488.0,0.165,160.95430107526883,174.61556313259152,0.6666666666666666,269900.0,67259.7541,22568.0,11.95941155618575
434990.0,4.0,3.0,2440.0,0.173,178.27459016393442,33.63873788540366,0.75,306990.0,57240.9625,10017.0,30.646900269541778
320000.0,3.0,3.0,2206.0,0.318,145.05893019038984,218.7131882337553,1.0,315000.0,44005.1352,14423.0,21.84011648062123
253500.0,3.0,2.0,1700.0,0.44,149.11764705882354,86.08082862991803,0.6666666666666666,239250.0,37878.4495,9154.0,26.136115359405725
329900.0,4.0,2.0,2012.0,0.929,163.9662027833002,40.78238166286756,0.5,270000.0,54870.9713,12345.0,21.87120291616039
255000.0,3.0,2.0,1570.0,0.138,162.4203821656051,16.97518512398726,0.6666666666666666,495000.0,63165.0679,8142.0,60.79587324981577
115000.0,2.0,1.0,737.0,0.46,156.03799185888738,11.175296248407246,0.5,153450.0,38679.2949,34044.0,4.50740218540712
260000.0,3.0,2.0,2028.0,0.593,128.2051282051282,193.25927189482937,0.6666666666666666,273500.0,37105.5724,18992.0,14.400800336983993
399000.0,4.0,3.0,2664.0,1.01,149.77477477477478,27.7384735558629,0.75,489000.0,99918.6382,6543.0,74.73635946813388
315000.0,4.0,3.0,1874.0,0.79,168.08964781216648,232.1642479216404,0.75,237450.0,39492.3278,3619.0,65.61204752694114
215000.0,3.0,3.0,1978.0,0.064,108.69565217391305,17.085296221002395,1.0,340000.0,72051.3165,31732.0,10.714735913273667
400000.0,5.0,4.0,2498.0,0.19,160.1281024819856,28.605208397971097,0.8,291906.0,38613.9271,22229.0,13.131764811732422
254000.0,4.0,2.0,2186.0,1.0,116.1939615736505,234.5711721038794,0.5,254000.0,30852.4124,27601.0,9.202565124452013
425000.0,3.0,2.0,2177.0,0.254,195.22278364722095,159.9473271614247,0.6666666666666666,262500.0,45476.9342,21284.0,12.333208043600827
160000.0,3.0,2.0,1133.0,0.201,141.2180052956752,163.6344026024716,0.6666666666666666,197000.0,35881.8012,21205.0,9.290261730723886
165000.0,2.0,1.0,876.0,39.38,188.35616438356163,291.9681559344869,0.5,222000.0,34558.1137,3304.0,67.19128329297821
150000.0,3.0,3.0,1632.0,1.0,91.91176470588235,244.05060575229876,1.0,150000.0,33747.6025,1554.0,96.52509652509653
157900.0,3.0,1.0,1024.0,0.203,154.19921875,165.95475611990523,0.3333333333333333,162450.0,40183.1949,18699.0,8.687630354564416
200000.0,5.0,2.0,2187.0,0.17,91.44947416552355,10.490111284929455,0.4,232000.0,38772.7468,16646.0,13.937282229965156
184800.0,3.0,2.0,1232.0,0.18,150.0,28.551879795302483,0.6666666666666666,279999.0,42129.0739,28880.0,9.695256232686981
175000.0,4.0,3.0,1719.0,0.298,101.80337405468296,199.89492405762243,0.75,175000.0,47278.2781,14220.0,12.306610407876232
276990.0,3.0,2.0,1503.0,0.172,184.29141716566866,26.904712418816136,0.6666666666666666,283500.0,68504.0392,4808.0,58.96422628951747
135000.0,3.0,1.0,1003.0,0.165,134.5962113659023,173.02948092434434,0.3333333333333333,135000.0,43827.1943,7512.0,17.971246006389777
254990.0,3.0,2.0,1257.0,0.101,202.8560063643596,21.28205323775943,0.6666666666666666,270477.5,63423.0308,15589.0,17.350535634100968
114500.0,3.0,1.0,1302.0,0.208,87.94162826420892,154.34433891158392,0.3333333333333333,265990.0,31106.7308,17591.0,15.12080040930021
266990.0,3.0,2.0,1347.0,0.119,198.21083890126206,15.898997760219626,0.6666666666666666,249990.0,55587.9463,39817.0,6.278474018635256
352500.0,4.0,2.0,2009.0,0.193,175.46042807366848,19.432667912771667,0.5,260565.0,61710.511,41552.0,6.270817289179823
350000.0,2.0,1.0,1791.0,1.74,195.4215522054718,264.9597795032705,0.5,410000.0,38576.9287,6490.0,63.17411402157165
210000.0,3.0,2.0,1592.0,0.165,131.90954773869348,172.3687435467987,0.6666666666666666,175000.0,49942.682,12284.0,14.246173884728101
189900.0,4.0,2.0,2092.0,5.46,90.77437858508604,139.5039503383894,0.5,189900.0,46698.458,4245.0,44.734982332155475
494990.0,4.0,3.0,2739.0,0.501,180.71924059875866,19.432667912771667,0.75,260565.0,61710.511,41552.0,6.270817289179823
169900.0,3.0,2.0,1874.0,0.5,90.66168623265742,135.7129857834995,0.6666666666666666,169900.0,58764.3963,1497.0,113.4936539746159
395000.0,3.0,3.0,2128.0,1.04,185.6203007518797,40.78538525360665,1.0,278300.0,44553.1118,18094.0,15.380789211893445
234990.0,3.0,2.0,1412.0,0.17,166.42351274787535,200.6981569142834,0.6666666666666666,246990.0,55052.9411,23892.0,10.337769964841788
364990.0,4.0,3.0,2030.0,0.177,179.79802955665025,28.551879795302483,0.75,279999.0,42129.0739,28880.0,9.695256232686981
269990.0,3.0,2.0,1347.0,0.101,200.43801039346695,21.28205323775943,0.6666666666666666,270477.5,63423.0308,15589.0,17.350535634100968
139900.0,3.0,2.0,1298.0,0.161,107.78120184899846,11.175296248407246,0.6666666666666666,153450.0,38679.2949,34044.0,4.50740218540712
235000.0,3.0,2.0,1719.0,0.298,136.70738801628855,112.1718672277397,0.6666666666666666,257500.0,52350.9834,3270.0,78.74617737003058
263990.0,3.0,2.0,1575.0,0.172,167.61269841269842,154.34433891158392,0.6666666666666666,265990.0,31106.7308,17591.0,15.12080040930021
239500.0,4.0,2.0,1777.0,0.193,134.77771525042206,54.0160277335031,0.5,309450.0,42759.4269,17666.0,17.516698743348805
209900.0,3.0,1.0,1655.0,0.161,126.82779456193353,159.96011597273832,0.3333333333333333,298000.0,32732.171,14056.0,21.200910643141718
298990.0,3.0,2.0,1629.0,0.139,183.54205033763046,33.63873788540366,0.6666666666666666,306990.0,57240.9625,10017.0,30.646900269541778
267990.0,3.0,2.0,1301.0,0.115,205.98770176787087,21.28205323775943,0.6666666666666666,270477.5,63423.0308,15589.0,17.350535634100968
170000.0,3.0,2.0,1435.0,0.158,118.46689895470384,168.99062271950658,0.6666666666666666,194950.0,45372.7985,12989.0,15.008853645392255
135000.0,3.0,2.0,1260.0,0.208,107.14285714285714,63.20923322224187,0.6666666666666666,202122.5,38127.5819,19423.0,10.406348143953045
440000.0,4.0,3.2,4578.0,0.299,96.1118392311053,137.33040508210826,0.8,440000.0,50424.5224,6573.0,66.94051422485927
149900.0,3.0,2.0,1483.0,0.471,101.07889413351315,21.863658083485305,0.6666666666666666,438340.0,71515.7941,31219.0,14.040808482014159
349000.0,4.0,3.0,1874.0,0.57,186.23265741728923,112.1718672277397,0.75,257500.0,52350.9834,3270.0,78.74617737003058
236500.0,3.0,2.0,1577.0,0.131,149.96829422954977,156.71551244051088,0.6666666666666666,480700.0,68795.4886,15680.0,30.65688775510204
137900.0,2.0,1.0,1068.0,0.161,129.1198501872659,5.167699684011777,0.5,195000.0,37011.0713,24959.0,7.812813013341881
275000.0,3.0,2.0,1733.0,0.193,158.68436237738027,174.61556313259152,0.6666666666666666,269900.0,67259.7541,22568.0,11.95941155618575
209000.0,4.0,2.0,1874.0,0.85,111.52614727854856,143.29631892585368,0.5,199000.0,47664.0105,3836.0,51.8769551616267
375000.0,4.0,3.0,2650.0,0.7,141.50943396226415,33.63873788540366,0.75,306990.0,57240.9625,10017.0,30.646900269541778
219000.0,4.0,5.0,3935.0,2.0,55.65438373570521,279.0816895859975,1.25,250000.0,30100.6312,1130.0,221.23893805309734
315000.0,4.0,3.0,2917.0,0.215,107.9876585533082,16.312866402714196,0.75,291450.0,72427.1378,25521.0,11.420007053015164
140000.0,2.0,1.0,1756.0,0.31,79.72665148063781,164.38068409965186,0.5,392500.0,67688.5769,23045.0,17.03189412019961
334999.0,4.0,3.0,3389.0,0.215,98.8489229861316,9.123480785241192,0.75,489000.0,66665.2465,10049.0,48.66155836401632
274990.0,4.0,2.0,1831.0,0.31,150.18569087930092,21.28205323775943,0.5,270477.5,63423.0308,15589.0,17.350535634100968
265000.0,3.0,2.0,2551.0,0.26,103.88083104664837,10.490111284929455,0.6666666666666666,232000.0,38772.7468,16646.0,13.937282229965156
325000.0,3.0,2.0,1950.0,0.24,166.66666666666666,30.595802821259266,0.6666666666666666,375000.0,50098.7371,37848.0,9.908053265694356
279000.0,4.0,2.0,1908.0,0.23,146.22641509433961,159.9473271614247,0.5,262500.0,45476.9342,21284.0,12.333208043600827
287500.0,3.0,2.0,1795.0,0.173,160.16713091922006,12.955654495740623,0.6666666666666666,404000.0,49559.8651,35661.0,11.32890272286251
137900.0,2.0,1.0,1674.0,0.402,82.37753882915173,159.9473271614247,0.5,262500.0,45476.9342,21284.0,12.333208043600827
184000.0,3.0,3.0,2461.0,0.654,74.76635514018692,112.38877047057125,1.0,184000.0,30631.6168,8133.0,22.623878027788024
250000.0,3.0,2.0,1408.0,0.491,177.5568181818182,170.9690124866912,0.6666666666666666,547950.0,30849.9716,8956.0,61.182447521214826
258990.0,4.0,2.0,1665.0,0.31,155.54954954954954,21.28205323775943,0.5,270477.5,63423.0308,15589.0,17.350535634100968
165000.0,3.0,2.0,1483.0,0.471,111.26095751854349,7.3679723031623094,0.6666666666666666,135500.0,40470.7196,21572.0,6.2812905618394215
269900.0,3.0,2.0,1962.0,0.17,137.56371049949033,19.432667912771667,0.6666666666666666,260565.0,61710.511,41552.0,6.270817289179823
355000.0,5.0,3.0,2899.0,0.164,122.45601931700587,160.81185743931786,0.6,277450.0,56048.5659,38032.0,7.295172486327304
245000.0,4.0,2.0,1756.0,0.31,139.52164009111618,127.59953253436366,0.5,176200.0,46836.3484,46655.0,3.7766584503268676
315000.0,4.0,3.0,2048.0,0.19,153.80859375,12.955654495740623,0.75,404000.0,49559.8651,35661.0,11.32890272286251
125000.0,3.0,2.0,1008.0,0.5,124.0079365079365,298.83410627531714,0.6666666666666666,565000.0,29082.5935,11792.0,47.91383989145183
375000.0,3.0,2.0,2349.0,0.226,159.64240102171138,27.7384735558629,0.6666666666666666,489000.0,99918.6382,6543.0,74.73635946813388
335000.0,3.0,2.0,1584.0,45.0,211.489898989899,68.30940117462774,0.6666666666666666,249500.0,37415.3085,1532.0,162.8590078328982
380550.0,3.0,3.0,2537.0,1.021,150.0,27.7384735558629,1.0,489000.0,99918.6382,6543.0,74.73635946813388
370000.0,4.0,3.0,2353.0,0.31,157.24606884827878,81.53507683358058,0.75,292450.0,38569.6225,25085.0,11.658361570659757
320000.0,3.0,2.0,2052.0,0.159,155.94541910331384,174.61556313259152,0.6666666666666666,269900.0,67259.7541,22568.0,11.95941155618575
489000.0,3.0,2.0,1950.0,0.257,250.76923076923077,9.123480785241192,0.6666666666666666,489000.0,66665.2465,10049.0,48.66155836401632
330000.0,3.0,3.0,2217.0,0.193,148.84979702300407,21.28205323775943,1.0,270477.5,63423.0308,15589.0,17.350535634100968
420000.0,3.0,3.0,3085.0,0.966,136.1426256077796,29.780736671189793,1.0,342688.0,81288.9008,4931.0,69.496653822754
489900.0,4.0,4.0,2896.0,0.49,169.16436464088397,19.432667912771667,1.0,260565.0,61710.511,41552.0,6.270817289179823
299000.0,3.0,2.0,1850.0,0.75,161.6216216216216,54.0160277335031,0.6666666666666666,309450.0,42759.4269,17666.0,17.516698743348805
215000.0,3.0,2.0,1538.0,0.149,139.7919375812744,16.312866402714196,0.6666666666666666,291450.0,72427.1378,25521.0,11.420007053015164
350000.0,4.0,4.0,2865.0,0.26,122.16404886561955,30.595802821259266,1.0,375000.0,50098.7371,37848.0,9.908053265694356
229900.0,4.0,4.0,4232.0,4.0,54.3241965973535,130.76872613582188,1.0,229900.0,41270.3616,443.0,518.961625282167
218900.0,4.0,2.0,1715.0,0.21,127.63848396501457,28.551879795302483,0.5,279999.0,42129.0739,28880.0,9.695256232686981
250000.0,3.0,2.0,1568.0,16.5,159.4387755102041,228.46655877707167,0.6666666666666666,250000.0,41020.7268,1938.0,128.99896800825593
235000.0,3.0,2.0,1476.0,2.083,159.21409214092142,140.20485991129058,0.6666666666666666,258000.0,44574.408,28708.0,8.987041939529052
129000.0,3.0,1.0,960.0,0.09,134.375,249.9948270484753,0.3333333333333333,342000.0,37185.9952,11639.0,29.38396769481914
230000.0,3.0,3.0,1756.0,0.31,130.97949886104783,108.84270505881074,1.0,222450.0,50635.1587,26651.0,8.346778732505348
258990.0,4.0,2.0,1665.0,0.31,155.54954954954954,21.28205323775943,0.5,270477.5,63423.0308,15589.0,17.350535634100968
119900.0,3.0,2.0,1756.0,0.31,68.28018223234623,108.84270505881074,0.6666666666666666,222450.0,50635.1587,26651.0,8.346778732505348
116000.0,4.0,3.0,2440.0,0.17,47.540983606557376,33.63873788540366,0.75,306990.0,57240.9625,10017.0,30.646900269541778
250000.0,3.0,2.0,1248.0,0.832,200.32051282051282,171.12787194464437,0.6666666666666666,287500.0,35642.9107,24122.0,11.918580548876545
185000.0,3.0,2.0,1356.0,3.63,136.4306784660767,30.595802821259266,0.6666666666666666,375000.0,50098.7371,37848.0,9.908053265694356
194900.0,3.0,2.0,1202.0,0.18,162.14642262895174,19.432667912771667,0.6666666666666666,260565.0,61710.511,41552.0,6.270817289179823
399900.0,3.0,2.0,2551.0,0.26,156.76205409643276,21.28205323775943,0.6666666666666666,270477.5,63423.0308,15589.0,17.350535634100968
200000.0,3.0,2.0,1392.0,0.32,143.67816091954023,16.177259536735363,0.6666666666666666,251918.0,50839.722,18156.0,13.875192773738709
275000.0,4.0,2.0,2680.0,15.0,102.61194029850746,102.00100922777516,0.5,275000.0,50335.5154,1695.0,162.24188790560473
489000.0,4.0,2.0,1744.0,0.017,280.38990825688074,156.1685807204809,0.5,599000.0,93962.8744,23280.0,25.730240549828178
225000.0,4.0,6.0,6632.0,0.32,33.926417370325694,197.27500536336342,1.5,207000.0,46584.8234,24817.0,8.341056533827619
258000.0,4.0,4.0,2774.0,0.6,93.00648882480174,140.20485991129058,1.0,258000.0,44574.408,28708.0,8.987041939529052
139900.0,3.0,2.0,1310.0,0.185,106.79389312977099,154.34433891158392,0.6666666666666666,265990.0,31106.7308,17591.0,15.12080040930021
449900.0,4.0,3.0,2424.0,0.225,185.6023102310231,16.510195957670305,0.75,292900.0,76092.2424,21863.0,13.397063531994695
175000.0,3.0,2.0,1874.0,0.19,93.38313767342582,108.84270505881074,0.6666666666666666,222450.0,50635.1587,26651.0,8.346778732505348
250000.0,4.0,2.0,2000.0,5.0,125.0,269.1860826847785,0.5,250000.0,30394.1603,7407.0,33.75185635209937
330000.0,4.0,2.1,2047.0,0.32,161.2115290669272,15.898997760219626,0.525,249990.0,55587.9463,39817.0,6.278474018635256
425000.0,4.0,3.0,2865.0,0.517,148.34205933682372,151.5125094416215,0.75,531401.0,70851.5692,9512.0,55.866379310344826
355000.0,4.0,3.0,2960.0,0.729,119.93243243243244,198.88031323753182,0.75,199331.0,40448.9465,29701.0,6.7112555132823815
165000.0,2.0,1.0,1092.0,0.1,151.0989010989011,197.27500536336342,0.5,207000.0,46584.8234,24817.0,8.341056533827619
279000.0,3.0,1.0,1346.0,0.11,207.28083209509657,291.9681559344869,0.3333333333333333,222000.0,34558.1137,3304.0,67.19128329297821
425000.0,3.0,2.0,1350.0,32.0,314.81481481481484,226.52687050386592,0.6666666666666666,358500.0,35515.153,1130.0,317.2566371681416
185000.0,3.0,2.0,1136.0,0.143,162.85211267605635,140.20485991129058,0.6666666666666666,258000.0,44574.408,28708.0,8.987041939529052
215000.0,3.0,2.0,1440.0,0.164,149.30555555555554,22.394907687726125,0.6666666666666666,300000.0,62706.6275,17526.0,17.117425539198905
155000.0,3.0,2.0,1742.0,0.32,88.97818599311137,127.59953253436366,0.6666666666666666,176200.0,46836.3484,46655.0,3.7766584503268676
230000.0,3.0,2.0,1525.0,0.361,150.81967213114754,194.6052413508095,0.6666666666666666,267000.0,67241.2763,13619.0,19.604963653719068
190000.0,3.0,2.0,1593.0,0.172,119.27181418706843,14.28634112067641,0.6666666666666666,272500.0,44225.2549,25121.0,10.847498109151706
225000.0,3.0,2.0,1259.0,0.151,178.71326449563145,22.55774879004478,0.6666666666666666,275000.0,54814.3016,16601.0,16.56526715258117
335000.0,4.0,2.5,2824.0,0.32,118.62606232294617,156.1685807204809,0.625,599000.0,93962.8744,23280.0,25.730240549828178
433000.0,4.0,3.0,2271.0,0.208,190.66490532804931,156.71551244051088,0.75,480700.0,68795.4886,15680.0,30.65688775510204
393000.0,3.0,3.0,2147.0,0.156,183.04611085235211,19.432667912771667,1.0,260565.0,61710.511,41552.0,6.270817289179823
225000.0,2.0,3.0,2220.0,0.32,101.35135135135135,12.955654495740623,1.5,404000.0,49559.8651,35661.0,11.32890272286251
140000.0,3.0,2.0,1864.0,1.171,75.10729613733906,63.14922005834883,0.6666666666666666,294750.0,38586.834,6957.0,42.36739974126779
350000.0,4.0,3.0,2620.0,0.179,133.58778625954199,160.81185743931786,0.75,277450.0,56048.5659,38032.0,7.295172486327304
160000.0,3.0,2.0,1631.0,2.0,98.09932556713673,40.78238166286756,0.6666666666666666,270000.0,54870.9713,12345.0,21.87120291616039
220000.0,4.0,2.0,1784.0,0.157,123.31838565022422,11.175296248407246,0.5,153450.0,38679.2949,34044.0,4.50740218540712
279000.0,3.0,1.0,1346.0,0.11,207.28083209509657,291.9681559344869,0.3333333333333333,222000.0,34558.1137,3304.0,67.19128329297821
320000.0,4.0,2.0,2111.0,9.965,151.5869256276646,140.20485991129058,0.5,258000.0,44574.408,28708.0,8.987041939529052
249900.0,4.0,4.0,2471.0,0.248,101.13314447592067,11.175296248407246,1.0,153450.0,38679.2949,34044.0,4.50740218540712
465000.0,4.0,2.5,2137.0,0.32,217.59475900795508,156.35153920133737,0.625,467500.0,51242.0701,28717.0,16.279555663892467
199900.0,3.0,2.0,1325.0,1.26,150.8679245283019,40.26973520353395,0.6666666666666666,299450.0,48938.1615,8750.0,34.222857142857144
139000.0,3.0,1.0,1147.0,0.15,121.18570183086312,173.02948092434434,0.3333333333333333,135000.0,43827.1943,7512.0,17.971246006389777
205000.0,4.0,2.0,1426.0,0.198,143.7587657784011,159.88366258922778,0.5,342500.0,78212.2462,16859.0,20.3155584554244
119000.0,3.0,1.0,1340.0,0.083,88.80597014925372,179.83027289970732,0.3333333333333333,142500.0,29531.386,9527.0,14.95748924110423
263900.0,3.0,2.0,1976.0,0.25,133.55263157894737,22.394907687726125,0.6666666666666666,300000.0,62706.6275,17526.0,17.117425539198905
159900.0,3.0,2.0,1869.0,0.53,85.55377207062601,304.81735201616027,0.6666666666666666,159900.0,29920.2599,9939.0,16.08813763960157
132900.0,3.0,2.0,1169.0,0.174,113.6869118905047,10.044642534575507,0.6666666666666666,184950.0,45016.4257,16730.0,11.054991034070532
259000.0,3.0,2.0,1584.0,0.189,163.510101010101,12.955654495740623,0.6666666666666666,404000.0,49559.8651,35661.0,11.32890272286251
480000.0,5.0,5.0,4618.0,4.5,103.9411000433088,63.20923322224187,1.0,202122.5,38127.5819,19423.0,10.406348143953045
499900.0,4.0,3.0,2930.0,0.226,170.61433447098977,17.085296221002395,0.75,340000.0,72051.3165,31732.0,10.714735913273667
450000.0,4.0,4.0,3489.0,0.294,128.9767841788478,160.81185743931786,1.0,277450.0,56048.5659,38032.0,7.295172486327304
212000.0,3.0,2.0,1346.0,0.149,157.5037147102526,19.432667912771667,0.6666666666666666,260565.0,61710.511,41552.0,6.270817289179823
479000.0,6.0,4.0,3427.0,0.172,139.77239568135394,5.167699684011777,0.6666666666666666,195000.0,37011.0713,24959.0,7.812813013341881
209000.0,3.0,2.0,1330.0,4.2,157.14285714285714,107.67778814835044,0.6666666666666666,264500.0,37586.8231,28545.0,9.266071115782099
350000.0,2.0,4.0,1874.0,1.0,186.76627534685164,198.67644018772393,2.0,350000.0,37969.0,1580.0,221.51898734177215
175000.0,4.0,4.0,2520.0,0.286,69.44444444444444,172.3687435467987,1.0,175000.0,49942.682,12284.0,14.246173884728101
345000.0,4.0,3.0,2899.0,0.22,119.00655398413247,160.81185743931786,0.75,277450.0,56048.5659,38032.0,7.295172486327304
174500.0,3.0,3.0,2126.0,6.66,82.07902163687676,137.33040508210826,1.0,440000.0,50424.5224,6573.0,66.94051422485927
155000.0,2.0,1.0,1354.0,0.231,114.47562776957164,159.96011597273832,0.5,298000.0,32732.171,14056.0,21.200910643141718
364990.0,3.0,2.0,1790.0,0.172,203.9050279329609,2.109070885429264,0.6666666666666666,354995.0,33739.121,13850.0,25.631407942238265
291000.0,4.0,2.0,1874.0,0.51,155.28281750266808,234.5711721038794,0.5,254000.0,30852.4124,27601.0,9.202565124452013
223005.0,3.0,2.0,1420.0,0.165,157.04577464788733,26.904712418816136,0.6666666666666666,283500.0,68504.0392,4808.0,58.96422628951747
224000.0,3.0,2.0,1932.0,0.2,115.94202898550725,28.605208397971097,0.6666666666666666,291906.0,38613.9271,22229.0,13.131764811732422
350000.0,4.0,2.0,2680.0,15.0,130.59701492537314,264.9597795032705,0.5,410000.0,38576.9287,6490.0,63.17411402157165
225000.0,3.0,1.0,1630.0,12.12,138.03680981595093,22.394907687726125,0.3333333333333333,300000.0,62706.6275,17526.0,17.117425539198905
352900.0,3.0,3.0,2656.0,0.165,132.86897590361446,140.20485991129058,1.0,258000.0,44574.408,28708.0,8.987041939529052
174900.0,3.0,2.0,1254.0,0.193,139.47368421052633,156.35153920133737,0.6666666666666666,467500.0,51242.0701,28717.0,16.279555663892467
249500.0,3.0,2.0,1874.0,0.263,133.1376734258271,154.12137605381972,0.6666666666666666,234610.0,47750.7697,2802.0,83.72947894361171
136000.0,3.0,2.0,1293.0,0.193,105.18174787316319,172.3687435467987,0.6666666666666666,175000.0,49942.682,12284.0,14.246173884728101
189000.0,3.0,2.0,1651.0,0.321,114.47607510599637,198.88031323753182,0.6666666666666666,199331.0,40448.9465,29701.0,6.7112555132823815
295000.0,4.0,2.0,1680.0,4.04,175.5952380952381,243.5250391281143,0.5,150000.0,33215.7062,3877.0,38.689708537529015
335000.0,4.0,3.0,3487.0,0.465,96.07112130771436,54.0160277335031,0.75,309450.0,42759.4269,17666.0,17.516698743348805
265000.0,3.0,2.0,1789.0,0.165,148.1274455002795,17.085296221002395,0.6666666666666666,340000.0,72051.3165,31732.0,10.714735913273667
139900.0,3.0,2.0,1304.0,0.322,107.28527607361963,143.24651579809546,0.6666666666666666,139900.0,42435.5532,1353.0,103.39985218033999
172000.0,3.0,2.0,1345.0,0.115,127.88104089219331,234.5711721038794,0.6666666666666666,254000.0,30852.4124,27601.0,9.202565124452013
262000.0,3.0,2.0,1707.0,0.165,153.485647334505,21.28205323775943,0.6666666666666666,270477.5,63423.0308,15589.0,17.350535634100968
125000.0,3.0,2.0,1709.0,0.31,73.14218841427736,123.11538311652365,0.6666666666666666,159000.0,45882.9925,21585.0,7.366226546212648
230000.0,3.0,2.0,1497.0,0.31,153.64061456245824,277.1976407534114,0.6666666666666666,250000.0,37393.792,4023.0,62.142679592344024
319900.0,3.0,2.0,1910.0,1.42,167.4869109947644,63.14922005834883,0.6666666666666666,294750.0,38586.834,6957.0,42.36739974126779
285000.0,3.0,2.0,1751.0,2.5,162.76413478012563,40.78238166286756,0.6666666666666666,270000.0,54870.9713,12345.0,21.87120291616039
249000.0,4.0,2.0,1967.0,0.273,126.58871377732588,156.39114895566772,0.5,359000.0,48470.827,32164.0,11.161547071259793
374990.0,4.0,3.0,2030.0,0.26,184.72413793103448,30.595802821259266,0.75,375000.0,50098.7371,37848.0,9.908053265694356
225000.0,3.0,2.0,1709.0,0.31,131.65593914569925,108.84270505881074,0.6666666666666666,222450.0,50635.1587,26651.0,8.346778732505348
245000.0,3.0,1.0,1338.0,0.209,183.10911808669655,4.686654859022351,0.3333333333333333,292500.0,42814.233,14172.0,20.639288738357326
230000.0,3.0,3.0,1931.0,0.186,119.10926980838944,10.032680062788431,1.0,177450.0,36471.2001,25243.0,7.029671592124549
149900.0,3.0,2.0,1592.0,0.258,94.15829145728644,54.42387175600856,0.6666666666666666,214500.0,34038.1533,21590.0,9.935155164427975
310000.0,3.0,3.0,1866.0,0.4,166.13076098606646,277.9487579105364,1.0,337500.0,34723.1723,11992.0,28.14376250833889
285000.0,3.0,2.0,1709.0,0.31,166.76418958455238,108.84270505881074,0.6666666666666666,222450.0,50635.1587,26651.0,8.346778732505348
150000.0,3.0,2.0,1241.0,0.227,120.87026591458502,10.13571115327792,0.6666666666666666,150000.0,38448.511,13107.0,11.444266422522317
140000.0,3.0,1.0,1050.0,0.198,133.33333333333334,167.0615688110645,0.3333333333333333,265000.0,64511.4215,47225.0,5.611434621492854
109000.0,2.0,1.0,960.0,0.18,113.54166666666667,234.5711721038794,0.5,254000.0,30852.4124,27601.0,9.202565124452013
159000.0,3.0,2.0,1874.0,0.287,84.8452508004269,216.76327541337807,0.6666666666666666,159000.0,35903.8507,6169.0,25.774031447560382
229900.0,3.0,2.0,1496.0,0.544,153.6764705882353,277.9487579105364,0.6666666666666666,337500.0,34723.1723,11992.0,28.14376250833889
147000.0,3.0,2.0,1417.0,0.26,103.74029640084686,200.6981569142834,0.6666666666666666,246990.0,55052.9411,23892.0,10.337769964841788
399731.0,4.0,3.0,2960.0,0.411,135.04425675675677,156.39114895566772,0.75,359000.0,48470.827,32164.0,11.161547071259793
230000.0,3.0,2.0,1849.0,0.264,124.39156300703083,13.344105266303558,0.6666666666666666,229477.5,61108.5618,1648.0,139.2460558252427
376000.0,3.0,3.0,2093.0,0.228,179.64644051600573,16.312866402714196,1.0,291450.0,72427.1378,25521.0,11.420007053015164
499000.0,3.0,3.0,3598.0,0.31,138.6881600889383,21.863658083485305,1.0,438340.0,71515.7941,31219.0,14.040808482014159
415000.0,2.0,1.0,1169.0,1.221,355.0042771599658,197.27500536336342,0.5,207000.0,46584.8234,24817.0,8.341056533827619
335000.0,4.0,3.0,2824.0,0.248,118.62606232294617,156.1685807204809,0.75,599000.0,93962.8744,23280.0,25.730240549828178
105000.0,3.0,1.0,1040.0,0.169,100.96153846153847,268.15160513674596,0.3333333333333333,324450.0,39462.982,10703.0,30.313930673642904
169000.0,4.0,2.0,1450.0,0.31,116.55172413793103,157.64616883341438,0.5,169000.0,39783.9628,3778.0,44.732662784542086
125000.0,3.0,1.0,742.0,0.183,168.46361185983827,179.83027289970732,0.3333333333333333,142500.0,29531.386,9527.0,14.95748924110423
393000.0,3.0,3.0,2147.0,0.156,183.04611085235211,19.432667912771667,1.0,260565.0,61710.511,41552.0,6.270817289179823
475000.0,3.0,2.0,2617.0,4.0,181.50554069545282,174.61556313259152,0.6666666666666666,269900.0,67259.7541,22568.0,11.95941155618575
159000.0,3.0,2.0,2114.0,0.281,75.21286660359507,180.79982038295657,0.6666666666666666,134900.0,32383.821,5471.0,24.657283860354596
170000.0,4.0,2.0,1802.0,0.149,94.33962264150944,144.35180494628293,0.5,225000.0,54783.5008,27969.0,8.04462083020487
380000.0,3.0,2.0,1874.0,0.161,202.77481323372464,159.96011597273832,0.6666666666666666,298000.0,32732.171,14056.0,21.200910643141718
