address,price,zip_code,city,bed_rooms,bath_rooms,sq_ft,lot_size,property_type,unique_id,price_per_sq_ft
"500 Highgrove Dr, Blanchard, OK 73010",335000,73010,Blanchard,4,2,2124,0.31,Residential,e72632216,157.7212806
